Opponent,Matches,Score,Win%
Other,16,7 - 9 - 0,43.75%
Gardevoir,14,7 - 7 - 0,50.00%
Lugia Archeops,3,3 - 0 - 0,100.00%
Gardevoir Gallade,2,1 - 1 - 0,50.00%
Vikavolt,1,1 - 0 - 0,100.00%
Mew Genesect,1,0 - 1 - 0,0.00%
Regis,1,0 - 1 - 0,0.00%
